통계표,계정항목,단위,변환,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07
"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)","M2(평잔, 원계열)","십억원 ","원자료","1,574,215.8","1,595,403.8","1,607,896.1","1,621,176.9","1,630,904.7","1,647,981.2","1,653,057.5","1,653,907.2","1,659,400.1","1,669,376.6","1,679,909.9","1,682,871.9","1,676,448.8","1,674,390.5","1,677,475.9","1,684,792.3","1,690,543.0","1,697,204.2","1,705,451.5","1,719,437.8","1,729,531.1","1,742,645.4","1,753,296.4","1,756,597.4","1,757,058.7","1,762,988.4","1,773,172.9","1,777,114.7","1,784,220.5","1,796,981.5","1,807,289.2","1,817,134.9","1,819,290.1","1,822,420.9","1,830,280.3","1,835,556.7","1,841,128.1","1,857,135.0","1,862,405.5","1,867,726.3","1,870,289.7","1,884,193.2","1,890,728.6","1,888,658.4","1,903,187.1","1,908,557.6","1,923,339.2","1,932,026.4","1,937,045.6","1,954,340.7","1,964,954.0","1,970,361.6","1,982,390.9","1,999,376.3","2,013,935.1","2,031,777.2","2,037,600.8","2,051,149.8","2,083,253.5","2,088,729.8","2,092,223.5","2,109,892.3","2,127,887.8","2,148,114.7","2,166,741.1","2,179,561.1","2,200,510.9","2,218,660.3","2,230,000.7","2,232,432.0","2,242,848.2","2,246,070.1","2,261,356.4","2,285,313.5","2,294,544.7","2,299,081.3","2,312,801.2","2,334,256.2","2,352,245.1","2,377,323.1","2,383,040.5","2,391,059.2","2,406,393.5","2,414,040.9","2,417,807.6","2,420,285.6","2,436,994.7","2,450,220.9","2,454,386.7","2,470,861.1","2,472,110.4","2,485,629.9","2,492,388.2","2,504,594.2","2,521,786.3","2,527,641.3","2,551,196.0","2,570,764.6","2,578,361.8","2,590,840.7","2,600,274.3","2,622,268.3","2,637,421.8","2,651,503.4","2,652,829.5","2,674,506.5","2,692,974.8","2,699,882.3","2,716,722.0","2,730,481.9","2,752,723.9","2,763,058.0","2,771,633.0","2,799,248.0","2,811,543.7","2,832,566.1","2,853,272.0","2,874,176.1","2,901,465.4","2,912,434.1","2,929,009.2","2,954,603.8","2,984,304.3","3,015,816.4","3,046,050.5","3,077,284.1","3,093,300.1","3,100,373.4","3,115,238.9","3,152,811.6","3,183,500.9","3,197,671.2","3,223,486.7","3,271,405.8","3,313,182.2","3,358,874.9","3,379,753.9","3,413,899.8","3,445,243.0","3,487,634.1","3,513,680.6","3,543,363.7","3,594,723.2","3,620,057.4","3,634,342.4","3,656,135.8","3,672,133.4","3,676,561.4","3,698,958.0","3,721,122.7","3,730,448.8","3,749,204.9","3,758,122.4","3,770,500.0","3,805,856.0","3,800,060.8","3,795,362.3","3,806,664.6","3,811,138.9","3,793,259.9","3,785,013.0","3,801,207.0","3,821,877.2"
