통계표,계정항목,단위,변환,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08
"9.1.1.1. 국제 주요국 본원통화","미국","백만USD","원자료","1,989,479.00","2,141,718.00","1,967,485.00","1,944,490.00","1,988,547.00","1,905,135.00","1,958,881.00","1,962,171.00","1,900,378.00","1,938,708.00","1,965,595.00","1,969,966.00","2,022,523.00","2,254,402.00","2,423,048.00","2,430,054.00","2,571,631.00","2,616,781.00","2,658,496.00","2,635,705.00","2,654,269.00","2,643,256.00","2,565,586.00","2,674,653.00","2,648,673.00","2,701,685.00","2,654,438.00","2,596,617.00","2,607,737.00","2,587,431.00","2,651,034.00","2,625,080.00","2,578,044.00","2,551,635.00","2,668,762.00","2,679,994.00","2,767,683.00","2,899,567.00","2,982,353.00","2,985,115.00","3,207,345.00","3,223,604.00","3,296,708.00","3,454,428.00","3,510,895.00","3,625,088.00","3,699,725.00","3,713,665.00","3,739,751.00","3,829,875.00","3,870,643.00","3,750,805.00","3,949,257.00","3,967,603.00","4,038,167.00","4,032,027.00","4,009,926.00","4,062,460.00","4,093,427.00","3,697,041.00","3,956,505.00","4,064,319.00","4,060,200.00","3,905,042.00","3,950,590.00","3,893,837.00","3,969,015.00","4,053,222.00","3,572,314.00","4,038,027.00","3,959,760.00","3,611,352.00","3,784,240.00","3,934,494.00","3,767,778.00","3,782,915.00","3,840,654.00","3,662,835.00","3,787,045.00","3,693,965.00","3,545,261.00","3,597,828.00","3,509,398.00","3,452,523.00","3,637,716.00","3,761,873.00","3,842,228.00","3,783,529.00","3,714,548.00","3,707,560.00","3,885,796.00","3,942,675.00","3,792,082.00","3,875,137.00","3,911,367.00","3,822,407.00","3,779,418.00","3,865,336.00","3,785,268.00","3,681,228.00","3,697,964.00","3,632,134.00","3,638,864.00","3,590,514.00","3,545,395.00","3,486,395.00","3,487,945.00","3,411,499.00","3,328,116.00","3,406,233.00","3,367,549.00","3,208,205.00","3,286,529.00","3,263,459.00","3,243,010.00","3,272,538.00","3,211,373.00","3,278,585.00","3,361,449.00","3,509,530.00","3,417,643.00","3,501,096.00","4,444,083.00","5,229,714.00","5,396,264.00","5,098,350.00","4,761,400.00","4,993,256.00","5,046,049.00","5,107,861.00","5,349,722.00","5,353,995.00","5,458,491.00","5,825,030.00","6,323,180.00","6,337,121.00","6,328,435.00","6,206,526.00","6,369,038.00","6,573,891.00","6,491,187.00","6,519,369.00","6,704,802.00","6,472,717.00","6,254,875.00","6,185,548.00","6,262,510.00","5,811,529.00","5,779,625.00","5,590,558.00","5,713,152.00","5,552,937.00","5,424,037.00","5,530,021.00","5,492,809.00","5,455,981.00","5,433,743.00","5,418,541.00","5,879,962.00","5,605,433.00","5,764,811.00","","",""
